Código IES,Nome da IES - Instituição de Ensino Superior
2533,FACULDADE REGIONAL BARUERI
2534,FACULDADE METROPOLITANA DE BRASILIA
2535,FACULDADE DOS INCONFIDENTES
2536,FACULDADE RORAIMENSE DE ENSINO SUPERIOR
2537,FACULDADE SAO GERALDO
2538,FACULDADE VENDA NOVA DO IMIGRANTE
2539,FACULDADE EVANGELICA DO MEIO NORTE
2540,INSTITUTO DE ENSINO SUPERIOR DE CAMAPUA
2541,ESCOLA SUPERIOR DE TECNOLOGIA E EDUCACAO DE AR
2542,FACULDADE CENECISTA DE QUEIMADOS
2543,FACULDADE DA CHAPADA DOS GUIMARAES
2544,INSTITUTO SUPERIOR DE EDUCACAO PROFESSORA VILM
2545,FACULDADE CENECISTA DE PARACAMBI
2546,FACULDADE DE CIENCIAS JURIDICAS E SOCIAIS DE V
2547,FACULDADE MAGNUM DE FORMACAO DE PROFESSORES
2548,FACULDADE DE TEOLOGIA  FILOSOFIA E CIENCIAS HU
2549,FACULDADE DE IBIUNA
2550,FACULDADE SEPAM
2551,FACULDADE CENECISTA ITAGUAI
2552,INSTITUTO SUPERIOR DE CIENCIAS DA SAUDE
2553,FACULDADE DOM PEDRO II  LUIS EDUARDO MAGALHAES
2554,FACULDADE DE EDUCACAO SANTA TEREZINHA
2555,FACULDADE DE EDUCACAO DE UBERABA
2556,FIAMFAAM  CENTRO UNIVERSITARIO
2557,FACULDADE DE CIENCIAS SOCIAIS APLICADAS DE PEN
2558,FACULDADE DE DIREITO DE VILA VELHA
2559,INSTITUTO SUPERIOR DE EDUCACAO DAS FACULDADES
2560,FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIR
2561,FACULDADE DE CIENCIAS ADMINISTR1S
2562,FACULDADE JOSE LACERDA
2563,INSTITUTO SUPERIOR DE EDUCACAO PADRE JOAO BAGO
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE
2565,ABEU  CENTRO UNIVERSITARIO
2566,INSTITUTO DE ENSINO SUPERIOR DE OLINDA
2567,ESCOLA SUPERIOR DE CIENCIAS HUMANAS E ECONOMIC
2568,FACULDADE ZACARIAS DE GOES
2569,FACULDADE DE TECNOLOGIA FAESA
2570,FACULDADE DE CIENCIAS EDUCACIONAIS
2571,CENTRO UNIVERSITARIO REDENTOR
2572,FACULDADE REGIONAL DE FILOSOFIA  CIENCIAS E LE
2573,FACULDADE TEOLOGICA SUL AMERICANA
2574,INSTITUTO SUPERIOR DE EDUCACAO DAS FACULDADES
2575,FACULDADES INTEGRADAS SOARES DE OLIVEIRA
2576,FACULDADES PITAGORAS UNIDADE GUARAPARI
2577,INSTITUTO SUPERIOR DE MUSICA DE SAO LEOPOLDO
2578,FACULDADE DE TEOLOGIA CARDEAL EUGENIO SALES
2579,CENTRO UNIVERSITARIO ATENAS
2580,INSTITUTO SUPERIOR DE EDUCACAO PAULO MARTINS
2581,FACULDADE SAO SALVADOR
2582,FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARA
2583,FACULDADE RIBEIRA DO POMBAL
2584,FACULDADE DO SUDOESTE PAULISTA
2585,FACULDADE DE FISIOTERAPIA DE PATOS
2586,INSTITUTO SUPERIOR DE EDUCACAO ITALO BRASILEIR
2587,FACULDADE CANDIDO MENDES DO PARANA
2588,FALCULDADE MERCATOR
2589,FACULDADE DE BROTAS
2590,FACULDADE DE CIENCIA DA COMPUTACAO E INFORMATI
2591,EPGE ESCOLA BRASILEIRA DE ECONOMIA E FINANCAS
2592,FACULDADE PRESBITERIANA 15 DE NOVEMBRO
2593,FACULDADE DE JUAZEIRO DO NORTE
2594,FACULDADE TEOLOGICA BATISTA ANA WOLLERMAN
2595,FACULDADES COSTA BRAGA
2596,INSTITUTO SUPERIOR DE EDUCACAO DON DOMENICO
2597,FACULDADE DE CIENCIAS DA SAUDE DA VITORIA
2598,FACULDADE PENSAR
2599,FACULDADE DE EDUCACAO E CIENCIAS HUMANAS NOVA
2600,FACULDADE DE CIENCIAS DA ADMINISTRACAO DA VITO
2601,FACULDADE DE CIENCIAS FILOSOFIA E LETRAS HAKAY
2602,INSTITUTO SUPERIOR DE EDUCACAO BALAO VERMELHO
2603,FACULDADE DE ODONTOLOGIA DOS GUARARAPES
2604,FACULDADE TEOLOGICA BATISTA DE PERNAMBUCO
2605,FACULDADE DE CIENCIAS ECONOMICAS DE TUBARAO
2606,FACULDADE AFIRMATIVO DE CAMPO MOURAO
2607,FACULDADE PADRE ANTONIO VIEIRA
2608,INSTITUTO SUPERIOR DE EDUCACAO DE LAVRAS
2609,INSTITUTO SUPERIOR DE EDUCACAO DE TUPI PAULIST
2611,FACULDADE DE ENSINO SUPERIOR DA BAHIA
2612,INSTITUTO SUPERIOR DE EDUCACAO MONTES CLAROS
2613,CENTRO UNIVERSITARIO META
2614,FACULDADE EMMANUEL KANT
2615,FACULDADE INCONFIDENCIA
2616,FACULDADE SANTO ANTONIO DE PADUA
2617,FACULDADE SAO BENTO DO RIO DE JANEIRO
2618,FACULDADE DOMINGOS SAVIO
2619,FACULDADE DE DIREITO DE ITABIRA
2620,FACULDADE DE AMPERE
2621,INSTITUTO SUPERIOR DE EDUCACAO DOMINGOS SAVIO
2623,FACULDADE DO TAPAJOS
2624,FACULDADE DO LITORAL PARANAENSE
2625,FACULDADE DE TECNOLOGIA IBTA  SAO JOSE DOS CAM
2626,FACULDADE DE COMUNICACAO SOCIAL SANTA EFIGENIA
2627,FACULDADE JOAO XXIII
2628,INSTITUTO DE EDUCACAO SUPERIOR ACADEMUS
2629,AJES  FACULDADE DO VALE DO JURUENA
2630,INSTITUTO SUPERIOR DE EDUCACAO DO VALE DO JURU
2631,INSTITUTO DE EDUCACAO SUPERIOR
2632,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA
2633,INSTITUTO DE EDUCACAO E TECNOLOGIAS
2634,INSTITUTO EDUCACIONAL DALTON CUNHA
2635,INSTITUTO SUPERIOR DE EDUCACAO JK
2636,FACULDADE DINAMICA DO VALE DO PIRANGA
2637,FACULDADE BOM JESUS DE SIQUEIRA CAMPOS
2638,INSTITUTO DE CIENCIAS E EDUCACAO DO CEARA
2639,FACULDADE DE TECNOLOGIA SENAI CONCORDIA
2640,FACULDADE COMUNITARIA DE SAUDE DA SERRA
2641,FACULDADE TEOLOGICA BATISTA FLUMINENSE
2642,FACULDADE SAO VICENTE
2643,INSTITUTO SUPERIOR DE CIENCIAS E TECNOLOGIA DE
2644,INSTITUTO DE EDUCACAO SUPERIOR DO TAPAJOS
2645,INSTITUTO DE ENSINO SUPERIOR DO PIAUI
2646,FACULDADE REGIONAL IPIRANGA
2647,FACULDADE INTEGRADA DE SANTA MARIA
2648,FACULDADE SUL MINEIRA
2649,FACULDADE DE CIENCIAS JURIDICAS DE BELO HORIZO
2650,INSTITUTO DE ENSINO SUPERIOR DE ARIQUEMES
2651,FACULDADE TAMANDARE
2652,FACULDADE UNIDA DE VITORIA
2653,FACULDADE PIEMONTE
2654,FACULDADE DE ENSINO TECNOLOGICO DO CEARA
2655,FACULDADE DE CIENCIAS ADMINISTR1S SOCIAIS E DA
2656,FACULDADE DE RECIFE
2657,FACULDADE ADOLFO CAMINHA
2658,FACULDADE AMEC TRABUCO
2659,FACULDADE DO VALE DO PARNAIBA
2660,FACULDADE PHENIX DE CIENCIAS HUMANAS E SOCIAIS
2661,INSTITUTO DE ENSINO SUPERIOR DE BARREIRAS
2662,INSTITUTO SUPERIOR DE ENSINO PAULA CANDIDO
2663,FACULDADE DE ODONTOLOGIA ARGEMIRO FIGUEIREDO
2664,INSTITUTO DE ENSINO SUPERIOR DO VALE DO PARNAI
2665,FACULDADE DE TECNOLOGIA
2666,FACULDADE INTEGRADA DE BRUSQUE
2667,INSTITUTO SUPERIOR PAULO FREIRE
2668,FACULDADE TEOLOGICA DO SUDOESTE GOIANO
2669,FACULDADE CANDIDO MENDES DO ESPIRITO SANTO
2670,INSTITUTO DE EDUCACAO SUPERIOR ACREANO EUCLIDE
2671,FACULDADE DE CIENCIAS HUMANAS E PSICOLOGICAS E
2672,FACULDADE HUGO DE SAO VITOR
2673,INSTITUTO SUPERIOR DE EDUCACAO AVILA
2674,INSTITUTO DE ENSINO SUPERIOR UNILLUZ
2675,INSTITUTO SUPERIOR DE EDUCACAO LATINO AMERICAN
2676,FACULDADE LA SALLE
2677,INSTITUTO SUPERIOR DE EDUCACAO SAO JUDAS TADEU
2678,FACULDADE DE COMPUTACAO E INFORMATICA
2679,FACULDADE DE CIENCIA DA COMPUTACAO DE JUIZ DE
2680,FACULDADE DE COMPUTACAO DE CARATINGA
2681,FACULDADE DE ENGENHARIA CIVIL DE CARATINGA
2682,FACULDADE DE CIENCIAS DA SAUDE DE CARATINGA
2683,FACULDADE DE CIENCIAS DA COMPUTACAO DE CATAGUA
2684,FACULDADE DE CIENCIAS GERENCIAIS DE LEOPOLDINA
2685,FACULDADE DELTA DE ENSINO SUPERIOR
2687,FACULDADE DOM ALBERTO
2688,FACULDADE INESP  INSTITUTO NACIONAL DE ENSINO
2689,FACULDADE CARLOS LOBO
2690,FACULDADES INTEGRADAS LOGOS FILOGOS
2691,FACULDADE ASSOCIADA DA BAHIA FAB
2692,FACULDADE AVILA DE CIENCIAS HUMANAS E EXATAS
2693,FACULDADES INTEGRADAS DO TRIANGULO MINEIRO
2694,FACULDADE VALE DO ARAGUAIA
2695,FACULDADE DO CENTROOESTE
2696,INSUBA INSTITUTO SUPERIOR DA BAHIA
2697,INSTITUTO SUPERIOR DE EDUCACAO DE AMELIA RODRI
2698,INSTITUTO SUPERIOR DE EDUCACAO VALE DO ARAGUAI
2699,INSTITUTO DE ENSINO SUPERIOR AVANT GARDE
2700,FACULDADE UNIPOLI
2702,FACULDADE DE CIENCIAS JURIDICAS DE PARAISO DO
2703,FACULDADE SENAC MINAS
2704,INSTITUTO SUPERIOR DE EDUCACAO DO INSTITUTO ME
2706,FACULDADE EUROPEU
2707,INSTITUTO SUPERIOR DE EDUCACAO PROFESSOR EDGAR
2708,INSTITUTO SUPERIOR DE CIENCIAS HUMANAS E FILOS
2709,INSTITUTO DE ENSINO SUPERIOR NOVO HORIZONTE
2710,INSTITUTO SUPERIOR DE EDUCACAO RANCHARIENSE
2711,FACULDADE DE ADMINISTRACAO DE EMPRESAS DE CAJA
2712,FACULDADE DE SISTEMAS DE INFORMACAO DE CAJAMAR
2713,INSTITUTO NORMAL SUPERIOR DE CAJAMAR
2714,FACULDADE DE ENFERMAGEM E OBSTETRICIA DE CAJAM
2715,FACULDADE DE CIENCIAS HUMANAS DE PONTE NOVA
2716,FACULDADE COTEMGE
2717,FACULDADE DE CIENCIAS JURIDICAS VISCONDE DE CA
2718,INSTITUTO SUPERIOR DE EDUCACAO DO NORTE
2719,FACULDADE DE DIREITO OSWALDO CRUZ
2720,FACULDADE AUGUSTO MAIA
2721,FACULDADE IMPACTA DE TECNOLOGIA DA INFORMACAO
2722,FACULDADE CATOLICA DO CEARA
2723,FACULDADE CATOLICA IMACULADA CONCEICAO DO RECI
2724,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHA
2725,INSTITUTO SUPERIOR DE EDUCACAO DA BAHIA
2726,ESCOLA SUPERIOR DE ADMINISTRACAO DE EMPRESAS
2727,FACULDADE DO RIO GRANDE DO NORTE
2728,FACULDADE DE CIENCIAS JURIDICAS E SOCIAIS MAX
2729,FACULDADE DE PSICOLOGIA MAX
2730,FACULDADE UNIDA DA PARAIBA
2731,ESCOLA SUPERIOR DE COMPUTACAO E TECNOLOGIAS DA
2732,FACULDADE UNIDAS DO ENTORNO GOIAS DF UNIENTORN
2733,FACULDADE TEOLOGICA ALPHA
2734,FACULDADE DE CIENCIAS DA SAUDE DE GUARAPARI
2735,FACULDADE DE CIENCIAS DA COMPUTACAO DE GUARAPA
2736,INSTITUTO TECNOLOGICO DE CARATINGA
2737,FACULDADE DE CIENCIAS DA INFORMACAO DE CARATIN
2738,INSTITUTO SUPERIOR DE EDUCACAO DE GUARAPARI
2739,FACULDADE CASTILHENSE
2740,FACULDADE DO VALE DO JAGUARIBE
2741,FACULDADE CATOLICA DOM ORIONE
2742,FACULDADE DE EDUCACAO
2743,FACULDADE DE CIENCIA DA COMPUTACAO
2744,INSTITUTO SUPERIOR DE EDUCACAO VERA CRUZ
2745,ESCOLA SUPERIOR DA AMAZONIA
2746,INSTITUTO DE ENSINO SUPERIOR ETAPA
2747,FACULDADE EUROPEU DO CEARA FEC
2748,FACULDADE LATO SENSU DO BRASIL
2749,INSTITUTO DE CIENCIAS JURIDICAS PITAGORAS
2750,FACULDADE DE TECNOLOGIA SENAI LUZERNA
2751,INSTITUTO SUPERIOR DE EDUCACAO DE RIBEIRA DO P
2752,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS PROFE
2753,FACULDADE DE CIENCIAS EDUCACIONAIS DE CAPIM GR
2754,FACULDADE SAO PAULO
2755,FACULDADE DO VALE DO ITAJAI MIRIM
2756,FACULDADE ANHANGUERA DE VALPARAISO
2757,FACULDADE JK ADMINISTRACAO DE VALPARAISO
2758,INSTITUTO SUPERIOR DE EDUCACAO PROFESSOR PAULO
2759,FACULDADE PROFESSOR PAULO ALBINO PIMENTEL
2760,ESCOLA SUPERIOR DE TECNOLOGIA DA INFORMACAO
2761,FACULDADE DO SERTAO
2762,INSTITUTO ISAAC NEWTON
2763,FACULDADE DE CIENCIAS GERENCIAIS DE SAO GOTARD
2764,INSTITUTO DE ENSINO SUPERIOR DE OURO FINO
2765,INSTITUTO DE CIENCIAS RELIGIOSAS LUMEN CHRISTI
2766,FACULDADE EMPRESARIAL DE CHAPECO
2767,INSTITUTO SUPERIOR DE EDUCACAO DA AIMORES M G
2768,INSTITUTO SUPERIOR DE EDUCACAO FACREFI
2769,FAVE FACULDADE DE ADMINISTRACAO DE VESPASIANO
2770,FACULDADE UNIDA DE CAMPINAS
2771,CENTRO DE ENSINO SUPERIOR DE ILHEUS
2772,INSTITUTO SUPERIOR DE EDUCACAO MANHUMIRIM
2773,FACULDADE DE MACAPA
2774,CENTRO UNIVERSITARIO UNIFAFIBE
2775,FACULDADES INTEGRADAS DESEMBARGADOR SAVIO BRAN
2776,FACULDADES INTEGRADAS NORTE CAPIXABA FANORTE
2777,INSTITUTO DE ENSINO SUPERIOR SANTA MARIA DE AS
2778,INSTITUTO SUPERIOR ESPECIAL DE EDUCACAO DE PER
2779,FACULDADE DE INFORMATICA DE OURO PRETO DO OEST
2780,FACULDADE DE CIENCIAS SOCIAIS APLICADAS DA ALT
2781,FACULDADE DE CIENCIAS DA SAUDE DA ALTA NOROEST
2782,INSTITUTO SUPERIOR DE EDUCACAO AFONSO LINARES
2783,FACULDADE DE TECNOLOGIA DO NORDESTE
2784,FACULDADE FAE BLUMENAU
2785,ESCOLA SUPERIOR DE EDUCACAO CONTINUADA
2786,INSTITUTO DE EDUCACAO SUPERIOR E TECNOLOGICA P
2787,FACULDADES PEQUENO PRINCIPE
2788,FACULDADE DE CIENCIAS AMBIENTAIS DE CARATINGA
2789,FACULDADE JOINVILLE DE ENSINO E CULTURA FAJEC
2790,FACULDADE FRANCISCANA DE ENSINO SUPERIOR FAFRE
2791,FACULDADE DE CIENCIAS AGRARIAS E EXATAS DE PRI
2792,FACULDADE DE CIENCIAS SOCIAIS E EDUCACAO FACE
2793,FACULDADE UBS
2794,FACULDADE DE CIENCIAS SOCIAIS E HUMANAS SOBRAL
2795,FACULDADE SAO FRANCISCO DE ASSIS
2796,FACULDADE DE IPORA
2797,FACULDADE DO LITORAL SUL
2798,FAESP FACULDADE DE ENSINO SUPERIOR DO PARANA
2799,FANEESP  FACULDADE NACIONAL DE EDUCACAO E ENSI
2800,FACULDADE DE ITABUNA
2801,INSTITUTO GUARANTA DE EDUCACAO SUPERIOR
2802,FACULDADE DE CIENCIAS AGRARIAS DE GUARANTA DO
2803,FACULDADE CETESI
2804,FACULDADE CCAA
2805,FACULDADE MODELO
2806,FACULDADE EVANGELICA DE SAO PAULO
2807,FACULDADE CENTRO CAPE
2808,FACULDADES ITECNE DE CASCAVEL
2809,INSTITUTO DE ENSINO SUPERIOR DE UBERLANDIA IES
2810,INSTITUTO SUPERIOR DE EDUCACAO ANISIO TEIXEIRA
2811,FACULDADE PAULUS DE TECNOLOGIA E COMUNICACAO
2812,FACULDADE DO SUDESTE BRASILEIRO
2813,INSTITUTO SUPERIOR DE EDUCACAO CAPIMGROSSENSE
2814,FACULDADE SAO SEBASTIAO
2815,FACULDADE VALE DO RIBEIRA FVR
2816,FACULDADE SANTO AGOSTINHO FSA
2817,FACULDADE DE IUNA
2818,FACULDADE DE VETERINARIA DE VESPASIANO
2819,FACULDADE ANGELO VASCONCELOS
2820,FACULDADE PITAGORAS DE MONTES CLAROS
2821,FACULDADE MERIDIONAL RS
2822,FACULDADE DE ENGENHARIA FLORESTAL DE IBIRACU
2823,FACULDADE DE ENGENHARIA AGRICOLA DE IBIRACU
2824,FACULDADE DE ENGENHARIA AGRONOMICA DE IBIRACU
2825,FACULDADE DO SISTEMA FINDES
2826,FACULDADE NOSSA SENHORA DE FATIMA
2827,FACULDADE EVANGELICA DO PIAUI
2828,FACULDADE ITABIRANA DE SAUDE
2829,INSTITUTO SUPERIOR DE EDUCACAO E FILOSOFIA DE
2830,FACULDADE ADVENTISTA DE CIENCIAS DA SAUDE
2831,FACULDADE DOM BOSCO DE GOIOERE
2832,FACULDADE SUCESSO
2833,FACULDADE ON LINE
2834,INSTITUTO SUPERIOR DE PSICOLOGIA DE CACOAL
2835,CENTRO UNIVERSITARIO MAURICIO DE NASSAU
2836,FACULDADE SUL DA AMERICA
2837,INSTITUTO SUPERIOR DE EDUCACAO SUL DA AMERICA
2838,FASES FACULDADE SOTEROPOLITANA DE ENSINO SUPER
2839,INSTITUTO METODISTA SUPERIOR DE EDUCACAO DA AM
2840,FACULDADE METODISTA DE TEOLOGIA E CIENCIAS HUM
2841,FACULDADE PARANAPANEMA
2842,FACULDADE DE MEDICINA MACHADO DE ASSIS
2843,FACULDADE DE CIENCIAS MEDICAS E DA SAUDE DE JU
2844,FACULDADE SALESIANA DOM BOSCO DE PIRACICABA
2845,FACULDADE REINALDO RAMOS
2846,FACULDADE DE TEOLOGIA UMBANDISTA
2847,INSTITUTO SUPERIOR DE EDUCACAO DO PARANAPANEMA
2848,FACULDADE DE NOVO PROGRESSO
2849,ESCOLA SUPERIOR DOM HELDER CAMARA
2850,FACULDADE DE FEIRA DE SANTANA
2851,FACULDADE SANTA PAULINA
2852,FACULDADE DE GESTAO E NEGOCIOS DO ALTO URUGUAI
2853,FACULDADE PITAGORAS DE TECNOLOGIA DE GUARAPARI
2854,FACULDADE CONHECER
2855,FACULDADE SAO FRANCISCO DE ASSIS
2856,FACULDADE DE TECNOLOGIA QUASAR
2857,INSTITUTO CIENTIFICO DA PARAIBA
2858,INSTITUTO DE SAUDE ALEXANDER FLEMING
2859,FACULDADE DE BELEM
2860,FACULDADE CEAQ
2861,FACULDADE DE ITAPETININGA
2862,FACULDADE DE DIREITO PRESIDENTE TANCREDO NEVES
2863,FACULDADE DE ADMINISTRACAO DE PETROLINA
2864,FACULDADE DE DIREITO DE PETROLINA
2865,FACULDADE DE CIENCIAS SOCIAIS DE RECIFE
2866,FACULDADE DE CIENCIAS JURIDICAS DE RECIFE
2867,FACULDADE DE DIREITO DA BAHIA
2868,FACULDADE DE ADMINISTRACAO DE FORTALEZA
2869,FACULDADE DE CIENCIAS SOCIAIS ADAO DE ALMEIDA
2870,FACULDADE SERRA DO CARMO
2871,INSTITUTO SUPERIOR DE EDUCACAO SERRA DO CARMO
2872,FACULDADE DE CIENCIAS AGRARIAS RENATO AZEREDO
2873,FACULDADE DE SISTEMAS DE INFORMACAO DE SAO SEB
2874,FACULDADE DE DIREITO DE SAO SEBASTIAO DO PARAI
2875,FACULDADE INDIGENA DA AMAZONIA
2876,FACULDADE UNISSA DE SARANDI
2877,FACULDADE UNISSA DE EDUCACAO TECNOLOGICA
2878,INSTITUTO SUPERIOR DE EDUCACAO DE CAIEIRAS
2879,FACULDADE DE CAIEIRAS
2880,INSTITUTO SUPERIOR DE EDUCACAO DE TIJUCUSSU
2881,INSTITUTO SUPERIOR DE EDUCACAO DO SENAC SP
2882,FACULDADE SAO JOSE
2883,FACULDADE EDUVALE DE PARANAPANEMA
2884,INSTITUTO SUPERIOR DE EDUCACAO BOM JESUS
2885,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE BELO
2886,FACULDADE ZUMBI DOS PALMARES
2887,FACULDADE EDUVALE DE PIRAJU
2888,UNIVERSIDADE DE GOIAS
2889,UNIVERSIDADE PARA O DESENVOLVIMENTO DA AMAZONI
2890,UNIVERSIDADE DE INTEGRACAO BRASILEIRA
2891,FACULDADE BARAO DE PIRATININGA
2892,FACULDADE DE PALMARES FAPAL
2893,INSTITUTO SUPERIOR DE EDUCACAO DOS PALMARES
2894,FACULDADE INTEGRAL DE SANTA HELENA
2895,FACULDADE LIBERDADE  EDUCACAO E TECNOLOGIA
2896,FACULDADE SATC
2897,FACULDADE JK
2899,FACULDADES CAICARAS
2900,INSTITUTO TECNOLOGICO REGIONAL
2901,INSTITUTO SUPERIOR DE EDUCACAO DO MEDIO NORTE
2902,FACULDADE DO MEDIO NORTE MATO GROSSENSE
2903,FACULDADE CONCORDIA
2904,FACULDADE JK  GUARA
2905,FACULDADE BRASILEIRA DE PEDAGOGIA UNIBRA
2906,FACULDADE NACIONAL
2907,FACULDADE BRASILEIRA DE NANUQUE
2908,CENTRO UNIVERSITARIO NATALENSE
2909,FACULDADE DO ESTADO DO MARANHAO
2910,FACULDADE VERDE NORTE
2911,FACULDADE PAN AMAZONICA
2912,FACULDADE MARIA MILZA CAMPUS FACTAE
2913,FACULDADE DO VALE DO PARAGUACU
2914,INSTITUTO ABUCHAIM
2915,FACULDADE CIDADE DE PATOS DE MINAS
2916,INSTITUTO DE EDUCACAO SUPERIOR DE SERGIPE ISES
2917,FACULDADE BRASIL NORTE
2918,FACULDADE DE ENSINO SUPERIOR DA AMAZONIA REUNI
2919,FACULDADE SAO JOSE DE RIBAMAR
2920,INSTITUTO DE ENSINO SUPERIOR CATTA PRETA E DIA
2921,INSTITUTO SUPERIOR DE EDUCACAO DA AMAZONIA REU
2922,INSTITUTO SUPERIOR DE EDUCACAO DE BARRETOS
2923,FACULDADE TABIRENSE DE ENFERMAGEM
2924,INSTITUTO SUPERIOR DE EDUCACAO CENECISTA DE BU
2925,INSTITUTO SUPERIOR DE EDUCACAO DE CAMPINAS
2926,FACULDADE BRASIL CENTRAL
2927,FACULDADE DE BELO HORIZONTE
2928,FACULDADE HOLISTICA DE CIENCIAS HUMANAS FHCH
2929,FACULDADE DE MILAGRES CEARA
2930,FACULDADE DE SARANDI
2931,FACULDADE RIO GRANDE
2932,FACULDADE PELOTENSE
2933,FACULDADE TIMONENSE
2934,FACULDADE DE ADMINISTRACAO E ECONOMIA DE JOINV
2935,FACULDADE DE TALENTOS HUMANOS
2936,INSTITUTO DE EDUCACAO SUPERIOR MARISTA
2937,FACULDADE METROPOLITANA DO PARA
2938,FACULDADE DE EDUCACAO DE BARCARENA
2939,INSTITUTO SUPERIOR DE EDUCACAO TORRICELLI
2940,FACULDADE CENECISTA DE CACHOEIRAS DE MACACU
2941,INSTITUTO SUPERIOR DE TEOLOGIA E PASTORAL DE B
2942,INSTITUTO SUPERIOR DE EDUCACAO FRANCISCANO NOS
2943,INSTITUTO SUPERIOR DE EDUCACAO PIRAMIDE
2944,FACULDADE DO SUL
2945,FACULDADE DA ASSOCIACAO BRASILIENSE DE EDUCACA
2946,FACULDADE DE ARQUITETURA E URBANISMO DO DISTRI
2947,FACULDADE DAS AMERICAS
2948,REAL FACULDADE DE BRASILIA
2949,FACULDADE DO BAIXO PARNAIBA
2950,CENTRO UNIVERSITARIO FADERGS
2951,INSTITUTO SUPERIOR DE EDUCACAO DE MORRO AGUDO
2952,FACULDADES DO SUL FASUL
2953,INSTITUTO SUPERIOR DE EDUCACAO DA CIDADE DO NA
2954,FACULDADE SUL CAPIXABA UNISUL
2955,FACULDADE DE CIENCIAS HUMANAS BIOLOGICAS E DA
2956,FACULDADE DE CIENCIAS JURIDICAS SOCIAIS E TECN
2957,FACULDADE DE CIENCIAS EXATAS E AGRARIAS
2958,FACULDADE DE CIENCIAS BIOLOGICAS HUMANAS E SAU
2959,FACULDADE DE CIENCIAS AGRARIAS E EXATAS DO LES
2960,FACULDADE SANTOS DUMONT
2961,FACULDADE DO PANTANAL MATOGROSSENSE
2962,FACULDADE DE CIENCIAS SOCIAIS DE FORTALEZA
2963,FACULDADE DE CIENCIAS SOCIAIS DE PETROLINA
2964,FACULDADE PROJECAO DO GUARA
2965,FACULDADE MOKITI OKADA
2966,INSTITUTO SUPERIOR DE EDUCACAO HELIO MAGDALENA
2967,INSTITUTO SUPERIOR DE EDUCACAO PEDRO II
2968,FACULDADE NOVA ESPERANCA DE NUTRICAO
2969,INSTITUTO SUPERIOR DE EDUCACAO OCIDENTE
2970,FACULDADE INTEGRAL
2971,FACULDADE BARRETOS
2972,FACULDADE CHAPADINHENSE DE EDUCACAO CIENCIAS E
2973,FACULDADE DE CIENCIAS HUMANAS E BIOLOGICAS E D
2974,FACULDADE DE CIENCIAS JURIDICAS E SOCIAIS APLI
2975,FACULDADE JK GUARA
2976,INSTITUTO SUPERIOR DE EDUCACAO DA FATEB
2977,FACULDADES INTEGRADAS DE CIENCIAS E BIOTECNOLO
2978,FACUDADE DE ODONTOLOGIA MARIO DE OLIVEIRA
2979,FACULDADE SUL ESPIRITO SANTENSE
2980,FACULDADE SENAC CEARA DE ADMINISTRACAO E COMER
2981,FACULDADE SAO VICENTE
2982,FACULDADE VICTOR HUGO
2983,FACULDADE SAO VICENTE
2984,FACULDADE ABRAHAN LINCON
2985,FACULDADE MERIDIONAL DO MARANHAO
2986,INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS DA B
2987,FACULDADE DE ODONTOLOGIA ALFEU GOMES DE OLIVEI
2988,INSTITUTO SUPERIOR DE EDUCACAO FENIX DE BAURU
2989,IBESS INSTITUTO BRASILEIRO DE EDUCACAO SUED E
2990,FACULDADES DE ADMINISTRACAO DO SUL
2991,FACULDADE DE SAPEACU
2992,FACULDADE DO SUDESTE
2993,FACULDADE DE CIENCIAS BIOLOGICAS E DA SAUDE
2994,INSTITUTO SUPERIOR UNIFELI
2995,INSTITUTO SUPERIOR DE EDUCACAO LUTERANO DE POR
2996,FACULDADE SOTEROPOLITANA DE DIREITO
2997,FACULDADE DE COMUNICACAO E INFORMACAO DO CENTR
2998,FACULDADES SESI AMAZONAS FASESI
2999,INSTITUTO SUPERIOR DE EDUCACAO CENECISTA DE RO
3000,FACULDADE CENECISTA DE SINOP
3001,FACULDADE CENECISTA DE RONDONOPOLIS
3002,FACULDADE DE CIENCIAS DA SAUDE NOSSA SENHORA D
3003,INSTITUTO SUPERIOR DE EDUCACAO JUSCELINO KUBIT
3004,INSTITUTO DE ENSINO SUPERIOR SANTA CECILIA
3005,FACULDADE SEM FRONTEIRAS FASEF
3006,INSTITUTO SUPERIOR DE EDUCACAO MILTON CAMPOS
3007,FACULDADE DO INSTITUTO NACIONAL DE POSGRADUACA
3008,FACULDADE DO INSTITUTO NACIONAL DE POSGRADUACA
3009,INSTITUTO DE ENSINO SUPERIOR APIAI ISA
3010,FACULDADE DE CIENCIAS HUMANAS DE RONDONIA
3011,FACULDADE PROF MIGUEL ANGELO DA SILVA SANTOS
3012,FAJOPA  FACULDADE JOAO PAULO II
3013,INSTITUTO SUPERIOR DE EDUCACAO CIDADANIA
3014,FACULDADE DE FARMACIA DOS CAMPOS GERAIS
